input,prediction,label
내년 4월 총선에 출마할 부처 장관들을 중심으로 청와대의 교체 인선 작업이 거의 마무리 단계에 이른 것으로 10일 알려졌다, Cheong Wa Dae is known to have almost finished the replacement selection process centered on the ministers of ministries to run for the general elections in,It was reported on the 10th that Cheong Wa Daes selection of replacements has almost reached a final stage focusing on ministers who will run in next Aprils general elections
IV 성능이 06 V에서 1100 mAcm2 인 MEA로 기체 투과도 실험을 하였다, A gas permeability experiment was conducted with MEA with an IV performance of 06 V to 1100 mAcm2cm,The gas permeability test was performed with MEA with IV performance of 1100 mAcm2 at 06 V
그다음 일까지 걱정하며 뒤로 물러나는 모세의 모습이 안타깝게 느껴집니다, It feels sad that Moses step backward with worrying about the next thing and the manssa,I feel sorry for Moses as he steps back worrying about what happened next
게이트 라인들132 134 136은 상기 제1 방향으로 연장하도록 패터닝될 수 있다, Gate lines 132 134 and 136 can be patterned to extend in the first direction above y,The gate lines 132 134 and 136 may be patterned to extend in the first direction
이는 대도시에 대한 행재정적 제약으로 해당 지역의 행정 업무지체와 주민생활 불편이 야기되고 있다는 것을 보여준다, This shows that administrative and financial constraints on large cities are causing administrative delays in administrative work and inconvenience in residents living in the,This shows that administrative and financial constraints on large cities are causing delays in administrative work and inconveniences in residents lives in the region
기존엔 챗봇을 자체 구축하거나 대행사에 수천만원 이상의 금액을 제공해 챗봇을 만들어야 해 사업자들의 부담이 가중됐다, Previously the burden on operators had to build chatbots by themselves or providing more than tens of millions of won to the agency the Chat,Previously chatbots had to be built on their own or provided more than tens of millions of won to agencies adding to the burden on operators
장마가 시작돼 풀 내음이 가득한 이맘때의 숲에선 수십년을 살아온 거대한 침엽수 아래 자그마한 여름 풀꽃들이 꽃을 피우고 그 사이 죽어 쓰러진 나뭇가지에선 버섯이 발생을 준비한다, In this years forest which is full of grass flowers bloom under huge coniferous trees that have lived for decades small summer grass flowers bloom under huge coniferous trees that have lived for decades and mushrooms prepare for the occurrence of mushrooms in the,In the forest at this time of year when the rainy season begins and the scent of grass is full small summer grass flowers bloom under huge conifers that have lived for decades and mushrooms prepare for their occurrence out of dead and fallen branches in the meantime
구청장은 금지된 금품등의 신고자에 대하여 인사우대포상 등의 방안을 마련하여 시행할 수 있다, The head of the Gu may prepare and implement measures such as personnel preferential rewards etc for those who report prohibited money,The head of the Gu may prepare and implement a plan for giving preferential treatment or rewards to reporters of prohibited money or valuable goods etc
유럽인권재판소도 2011년 기존 선례를 변경해 양심적 병역거부자를 처벌하는 아르메니아 정부가 인권규약을 위반했다고 판결한 바 있다, The European Court of Human Rights also ruled in 2011 that the Armenian government which punishes conscientious objectors violated human rights regulations and punish conscriptedui gu,The European Court of Human Rights also ruled in 2011 that the Armenian government which punished conscientious objectors by changing its precedent violated human rights rules
여기도 그렇게 돼 있으려나 그러면 여기서 기다려볼까, I want to say so do you want here so should I wait here,If its like that here then shall we wait here
이날 인터넷 매체 텐아시아는 한 법조계 인사를 인용해 A씨가 과거 최종훈에게 당한 성폭행 피해와 관련 이달 내로 고소장을 접수할 계획이라고 보도했다, On the same day Internet media Ten Asia quoted a legal official and reported that A plans to file a complaint within this month regarding the sexual assault damage suffered by Choi Jonghoon in the past and,Citing a legal official the Internet news outlet Ten Asia reported that A plans to file a complaint within this month regarding the past sexual assault she suffered caused by Choi Jonghun
피고의 공유부동산에 관하여 피고가 임의로 그 단독소유로 이전등기를 한 경우 피고에게 그 말소를 명해야 할 범위, If the defendant arbitrarily registers the defendants shared real estate by its own ownership the scope of ordering the defendant to cancel it,Extent to which the Defendant must be ordered for cancellation in case the Defendant voluntarily registers the transfer the shared real property of the Defendant as hisher sole possession
소이면 충도리와 갑산리에 걸쳐 있는 산으로 높이는 410m이다, Soimyeon is a mountain spanning Chungdori and Gapsanri and,It is a mountain that spans Chungdori and Gapsanri and is 410m high
같은 영어과 동료 교 사와도 만족스러운 관계를 맺고 있으며 특히 영어회화나 수업 활동 구안 등에 대해 개방적이고 배우려는 자세로 정보 교류 및 수업 공개 및 협의회 등을 해왔다, He has a satisfactory relationship with his fellow professors in the same English department and has been conducting information exchange and meetings open and meetings with an open attitude to learn English conversations and teaching activities and plans,We have a satisfactory relationship with fellow teachers of the same English department and in particular we have exchanged information opened classes and held meetings with an open and willing attitude to learn English conversation and class activities
특히 A씨는 대구 방문이나 신천지와 상관이 없는 것으로 알려졌다, In particular A is known to have nothing to do with Daegu,In particular Mr A is known to have nothing to do with visiting Daegu or Shincheonji
말초 조직과 혈관에 영향을 주어 당뇨병 합병증을 유발합니다, It affects peripheral tissues and blood vessels causing diabetes complications such as,It affects peripheral tissues and blood vessel causing diabetic complications
Z 세대는 유년 시절부터 디지털 환경에 노출되어 신기술에 대한 거부감이 적으며 신기술을 적극 활용하는 세대이다, Generation Z is a generation that has been exposed to the digital environment since childhood and actively utilizes new technologies such as eupil euk,Generation Z has little resistance to new technologies because it has been exposed to the digital environment since childhood so it actively uses new technologies
민진당이 애초 승부처로 봤던 타이중에서도 민진당 소속 린자룽 현 시장424이 연임에 실패하고 루슈옌 국민당 후보566가 당선됐다, Even in Taijung which Minjin Party initially saw as a winning bidder Richard 424 of the Minjin Party failed to serve a second term and Rushyen Quizuan Jjahuja,In Taichung where the Democratic Progressive Party initially saw as the victory point current Mayor Lin Chialung from the Democratic Progressive Party 424 failed to serve in consecutive terms and Lu Shiowyen a candidate from Kuomintang was elected
독점규제 및 공정거래에 관한 법률 제58조에서 정한 법령에 따른 정당한 행위의 의미, The meaning of legitimate acts under the Act prescribed in Article 58 of the Monopoly Regulation and Fair Trade Act,Meaning of justifiable act in accordance with statutes defined in Article 58 of the Monopoly Regulation and Fair Trade Act
특히 평균가 표준편차를 통해 학교별 내신 난이도를 파악할 수 있는데 평균이 높고 표준편차가 낮을 경우 시험이 쉽게 출제된다고 볼 수 있다, In particular the average standard deviation can be identified through standard deviation and if the average is high and the standard deviation is low the test can be easily tested for the test is made by,In particular it is possible to identify the degree of difficulty of academic work in each school through the standard deviation If the average is high and the standard deviation is low it can be deemed that the exam questions of the test were easy
난 불고기 피자가 좋은데 누가 찾으러 갈 건데, I like bulgogi pizza and who will go to find it,I like Bulgogi pizza but whos gonna pick it up
헌법 제10조에 의하면 국가는 개인이 가지는 불가침의 기본적 인권을 확인하고 이를 보장할 의무를 진다, According to Article 10 of the Constitution the state is obliged to confirm and guarantee the basic human rights of individuals insepara,According to Article 10 of the Constitution the State is obligated to affirm and guarantee the fundamental human rights of individuals
창촌리의 동북쪽과 서쪽은 해발 고도 100m 내외의 구릉성 산지를 이루고 있으며 중심부는 평탄하여 도시적 토지 이용이 나타난다, The northeast and west of Changchonri are hilly mountains with an altitude of about 100 meters above sea level and the center is flat so urban land use,The northeast and west of Changchonri are hilly mountains with an altitude of about 100m above sea level and the center is flat showing urban land use
두 간척호의 담수화 타당성에 대한 정밀한 검증 작업이 요구된다, A thorough verification of the binch lacquercy of the two rec,Precise validity verification for the desalination of the two reclamation vessels is required
2015 개정 교육과정에 제시된 성취 기준 가운데 연극교육의 근거는 6국0504 일상생활의 경험을 이야기나 극의 형식으로 표현한다, Among the achievement standards presented in the 2015 revised curriculum the basis for theater education is to express the experience of daily life in the form of story or play,Among the achievement standards presented in the 2015 revised curriculum the basis for theater education is 6th 0504 Expressing daily life experiences in the form of stories or plays
프로세서1210는 생체 인증을 위한 제1 모달리티에 기초하여 제1 스코어를 산출한다, The processor 1210 calculates the first score based on the first modality for biometric authentication the,The processor 1210 calculates a first score based on a first modality for biometric authentication
청소년 피해자가 사는 지역과 학교 등의 정보를 모아 부모님과 학교 친구들에게 자신과 나눈 대화 내용이나 사진을 유포하겠다고 협박해 성폭력을 저지르는 것이다, He committed sexual violence by collecting information from the area and schools where youth victims live and threatened to distribute conversations or photos of conversations with them and friends including Yonggit,It is to commit sexual violence by threatening to gather information on the area and school where the youth victims live and distribute conversations or photos they had with their parents schools and friends
지역별 수급 불균형이 있어 서울과 같은 수도권 지역과 지방 가격 움직임은 차별화될 가능성이 높다, Due to the supply imbalance in supply and demand in metropolitan areas such as Seoul are likely to be,Due to the imbalance in supply and demand by region prices in metropolitan areas such as Seoul and provincial areas are likely to be differentiated
신용카드 사용 기록이 거의 없는 두 환자의 기억과 진술에 의존해 동선을 파악하고 있어서다, It is because they rely on memories and statements of the two patients who have little credit card usage records,This is because they rely on the memories and statements of two patients who have few credit card records to identify their movement paths
TV와 사운드바를 연결해 최적의 사운드를 찾아주는 Q심포니 기능은 CES 주관사인 미국 소비자기술협회CTA가 주는 최고 혁신상을 받았다, The Q Symphony function which connects TV and sound bars received the best innovation award given by the US Consumer Technology Association CTA the host of CES Wi Jag,The QSymphony function which connects TV and sound bar to find the best sound received the Best Innovation Award from the American Consumer Technology Association CTA the organizer of CES
코드이론과 연주실습 스트로크와 피킹 연주와 다양한 반주 패턴을 학습한다, Learn code theory performance practice stroke and picking performance and various accompaniment patterns Mengu Mei,It learns code theory performance practice stroke and picking performance and various accompaniment patterns
그러므로 원심심결을 파기하고 사건을 다시 심리판단케 하기 위하여 원심에 상당한 특허청 특허심판원에 환송하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다, Therefore in order to destroy the original trial and make the case again to the Korean Intellectual Property Tribunal of the Korean Intellectual Property Tribunal of the original trial and judge,Thus in order to destroy the lower judgment and to bring the case back to the Patent Tribunal of the Korean Intellectual Property Office which is considerable to the lower trial the involved judges agree to decide as ordered
화학발광 아날로그는 파라디메틸아미노 및 메톡시 치환기를 포함한다, The chemical emission analog includes paramethylamino and methoxy substituents eag,Chemiluminescent analogs include paradimethylamino and methoxy substituents
이 두 가지 질서 사이에서 지각하는 사람을 이도 저도 아닌 상태에 빠뜨리게 된다, Between these two orders the perceptuals in a state of no one or,The person who perceives between these two orders is put into a state of neither this nor that
사고 당시 건물 2층에서 작업을 하던 권모42씨 등 4명은 황화수소가 누출된 직후 의식을 잃은 것으로 추정된다, Four people including Kwon 42 who were working on the second floor of the building at the time of the accident were presumed to have lost consciousness shortly after the leak,Four people including Kwon 42 who were working on the second floor of the building when the accident occurred were believed to have lost consciousness right after the hydrogen sulfide leaked
단일목적지의 여행과 다목적지의 여행에 있어서 112106원의 소비자편익의 차이가 나타남을 알 수 있다, It can be seen that there is a difference in consumer benefits of 112106 won in the travel of a single destination and a,It can be seen that there is a difference in consumer benefits of KRW 112106 between a single destination trip and a multiple destination trip
2002년 신인 드래프트 전체 1순위로 데뷔한 김 코치는 20172018시즌까지 개인통산 1037블록슛역대 1위 4425리바운드2위 1만288점3위 등의 기록을 남긴 최정상급 센터였다, Coach Kim who made his debut as the top overall rookie draft in 2002 was the top center with 1037 Block Shoot Station in personal careers 4425 rebounds second place and 122888 points 3rd place by 20172018 season Zhang Zhongja,Coach Kim who made his debut as the top rookie draft player in 2002 was the highestranking center until the 20172018 season recording 1037 block shots top in history 4425 rebounds second in history and 12288 points third in the league
전원공급부190는 단말기 바디에 내장되거나 단말기 바디의 외부에서 직접 착탈 가능하게 구성될 수 있다, The power supply unit 190 may be built into the terminal body or can be directly detached from the outside of the terminal body,The power supply unit 190 may be mounted in the terminal body or may be detachably mounted from the outside of the terminal body
국내 대형 은행에서 비롯된 일이라 다른 은행에서도 비슷한 사례가 있지 않느냐는 의심이 발단이다, Since it originated from large domestic banks doubts are suspected of having similar cases in other banks such as e,It originated from a large domestic bank so it is suspected that there are similar cases in other banks
전자 장치 100은 제1 사용자의 설정 정보에 기초하여 제1 사용자와 관련된 어플리케이션을 설치할 수 있다, The electronic device 100 may install applications related to the first user based on the setting information of the,The electronic device 100 may install an application associated with the first user based on the setting information of the first user
국립 극단은 1986년 아시안 게임을 앞두고 문화축전을 준비하기 위해 이승규를 상임연출자로 기용했다, The National Theater Company hired Lee Seunggyu as a standing director to prepare for the cultural festival ahead of the 1986 Asian Games,The National Theater Company appointed Lee Seunggyu as a permanent director to prepare for a cultural festival ahead of the Asian Games in 1986
인원은 간소하게 68명 정도 생각하고 있으며 나이는 상관없어요, The number of people is briefly thinking about 68 people and age doesnt matter if they,Were thinking of around 6 to 8 people with no regard to age
안전문화란 안전이 중요하다는 가치와 신념 원칙을 포함하며 이를 표현하는 행동패턴과 제도라 할 수 있다, Safety culture includes the values beliefs and principles of safety and can be said to be an action pattern and system that expresses them such,Safety culture includes the values beliefs and principles that safety is important and can be said to be a behavioral pattern and system that expresses this
강북구청이 지난 4일 신종 코로나바이러스 감염증 확진 판정을 받은 직장인 남성 A씨와 고등학생 17세 여성 B씨의 동선을 공개했다, On the 4th Kangbukgu Office unveiled the route of male A a 17yearold female B a high school student identified as a new type of Yu,On the 4th the Gangbukgu Office revealed the moving line between A a male worker and a 17yearold female B a high school student who were diagnosed with a COVID19
결국 자유심증주의는 경험칙에 의하여 제한되는 원칙이다, In the end liberalism is a principle limited by empirical rule the rule,After all libertarianism is a principle limited by the rule of thumb
현재 국내의 의료 데이터 관리는 중앙화된 신뢰 기반 제3자인 의료 기관을 중심으로 이루어져 있다, Currently medical data management in Korea is centered on medical institutions which are centralized trustbased thirdparty,Currently domestic medical data management is centered on medical institutions which are third parties based on centralized trust
국제적 동향과 추세에 대한 검토에 이어 다음은 국내 상황에 대해 검토한다, Following the review of international trends and trends the following will review the domestic situation the following will,Following a review on international trends and tendency next there will be reviews on the domestic situation
본 논의가 추구하는 대안적 비평이 기존 디지털 퍼포먼스에 관한 연구나 탈경계적 춤 연구에도 환기하는 바가 있을 것이라 생각된다, The alternative criticism pursued by this discussion may be evoked by existing digital performances or the study of the borderline dance research on digital performances and the study of the,It is believed that the alternative criticism that this discussion pursues may also evoke researches on existing digital performances or studies on borderless dances
혹시라도 상대방의 동의 없이 누군가를 만졌다면 최대한 빨리 진심으로 사과하도록 합니다, If you touch someone without the consent of the other party make an apology sincerely apologize as,If you touched someone without the other persons consent apologize sincerely as soon as possible
이러한 경향은 통계적으로 유의하지는 않지만 12개월째에도 유지되는 경향을 보였다, Although this trend is not statistically significant it showed a tendency to be maintained for 12,This trend was not statistically significant but it was maintained at 12 months
반면 은행권에서는 연간 잔액이 43조원에 달하는 ELT 시장을 쉽사리 포기할 수 없는 입장이다, On the other hand in the banking sector it is not easy to give up the ELT market with an annual balance of 43 trillion,On the other hand the banking sector cannot easily give up the ELT market which has an annual balance of 43 trillion won
뽀롱이의 죽음을 계기로 사람들이 다른 생명체의 중요성과 더 나아가 타인에 대한 배려와 존중하는 마음이 더 생겼으면 좋겠다, I hope that Porons death will create more consideration and respect for others and respect for others in the future with the death of Porongki,With Pporongs death I hope people will have more consideration and respect for other creatures
상기 압축기74는 고내의 온도가 목표 온도를 유지하도록 온오프될 수 있다, The compressor 74 can be turned onoff so that the temperature in the interior is maintained at the,The compressor 74 may be turned onoff so that the temperature in the refrigerator may maintain a desired temperature
디엠바이오는 동아쏘시오홀딩스가 바이오시밀러 사업 진출을 위해 일본 제약사인 메이지세이카파마와 공동 투자해 설립한 회사다, DM Bio is a company established by DongA Socio Holdings in collaboration with Japanese pharmaceutical company Meijiseikapama to enter the biosimilar business and,DMBio was founded by DongA Socio Holdings by investing jointly with Meiji Seika Pharma a Japanese pharmaceutical company to enter the biosimilar business
기차를 이용할 경우에는 정동진역에 내려서 시내버스 111번114번을 이용하면 하슬라 아트 월드까지 대략 5분이 소요된다, If you use the train it takes about 5 minutes to get off at Jeongdongjin Station and use city bus 111 114 114 No1 to No1 to Nohlgim,If you take a train to get to the Haslla Art World it takes about 5 minutes by city bus numbered from 111 to 114 from Jeongdongjin Station
최종적으로 연구에서 활용된 설문지의 내용과 신뢰도는 표 2와 같다, The contents and reliability of the questionnaire used in the study are shown in Table,The content and reliability of the questionnaire finally used in the study are shown in Table 2
어린이는 만으로 몇 세를 기준으로 해요, Children are based on how old age are the,What are the criteria for childrens age
이 위원장은 특정 사건이 불거질 때마다 유해성 논란이 끊이지 않는 것은 결국 정책과 교육 부재 때문이라 지적했다, Chairman Lee pointed out that the controversy over the harmfulness continues to arise is due to lack of policy and education in,Chairman Lee pointed out that the lack of policy and education is the reason why controversy over the harmfulness continues every time a specific case is raised
본 발명의 일 실시예에 따라 제조된 전극은 리튬계 전지 알칼리계 산성계 전지의 양극으로 이용될 수 있다, The electrode manufactured according to an exemplary example of the present invention can be used as a positive electrode of a lithiumbased battery alkaline earthen,The electrode manufactured according to one example of the present invention may be used as an anode for lithiumbased batteries alkalinebased and acidic batteries
B는 수신된 신호의 엔트로피 혹은 정보를 뜻한다, B means entropy or information of the received signal signal such,B means the entropy or information of received signals
1908년 토마스교회 앞 바흐 동상 개막식과 함께 시작한 바흐 축제는 그때부터 시 라이프치히가 주최가 되어 비정기적으로 열렸다, The Bach Festival which began with the opening ceremony of the Bach statue in front of the Thomas Church in 1908 was held irregularly by the city Leipzig and,The Bach Festival which began with the opening of the statue of Bach in front of Thomas Church in 1908 was held regularly by the City of Leipzig from then on
A퍼퍼가 모든 테스트를 만족스럽게 통과하고 달에서도 그 유용성을 입증한다면 결국 미래에는 화성까지 진출하게 될 것이다, If Aper passes all tests satisfactorily and proves its usefulness in the moon he will eventually advance to Hwaseong in the future,If APuffer passes all the tests satisfactorily and proves its usefulness on the moon it will eventually reach Mars in the future
용도를 특정하여 위탁받은 금전을 임의소비한 경우 횡령죄의 성부적극, In the case of arbitrarily consumed money entrusted by specifying the purpose of embezzlement,In the case where money entrusted for a specific purpose is arbitrarily consumed whether the crime of embezzlement is established affirmative
라스베가스를 중심으로 상업화해 오랫동안 전 세계 카지노 산업의 중심지로 역할을 담당해 온 것이다, It has long been commercialized around Las Vegas and has served as the center of the casino industry around the,It has been commercialized in Las Vegas and has played a role as the center of the global casino industry for a long time
본 발명의 예시인 것으로만 의도되는 하기의 실시예들로써 본 발명을 추가로 밝히고자 한다, As the following examples intended to be an example of the invention further clarify the invention is intended to,It is intended to further illuminate the present disclosure by the following examples which are intended only to be illustrative of the present disclosure
국가교육회의에서 정시 비율을 높이는 방향으로 이미 결론이 났다, At the National Education Conference it has already been concluded in,It has already been concluded at the National Education Committee to increase the percentage of regular admission
이때 제 1 출력 클록CKDCC0은 제 1 듀티비 조절부210의 출력과 실질적으로 동일할 수 있다, At this time the first output clock CKDCC0 may be substantially the same as the output of the first duty ratio control unit,In this case the first output clock CKDCC0 may be substantially the same as the output of the first duty ratio adjusting circuit 210
이를 위하여 영상 수신부700는 영상 신호를 수신하기 위한 통신 모듈을 포함할 수 있다, To this end the video receiver 700 may include a communication module for receiving video signals such as j,For this the image receiver 700 may include a communication module for receiving the image signal
이러한 수학적 의사소통 능력은 학생들의 수학적인 힘을 길러줄 뿐만 아니라 교사가 학생들의 이해 정도를 파악하는 데도 매우 효과적이다, This mathematical communication skills not only develop students mathematical strength but also very effective in identifying students understanding students understanding of students such as eag,This mathematical communication ability not only develops students mathematical power but is also very effective for teachers to grasp the level of understanding of students
숨통이 탁 트이는 상쾌한 기분이였습니다, It was a refreshing feeling of open breath I gu,It was truly breathfreshening and refreshing
당신은 게스트하우스의 장점은 무엇이라고 생각합니까, What do you think the advantages of guest house are the j,What do you think is the strength of a guest house
광복 70년을 맞이하여 현대사에 관심을 가지는 기회를 부여하고 단절된 세대 간 가족 간 통합을 위하여 서울시교육청에서 우리 가족 역사 발견하기 행사를 추진하고 있습니다, In the 70th anniversary of Koreas liberation the Seoul Metropolitan Office of Education is pushing for an event to discover our family history for the freezed generation and to integrate between families with cut,In the 70th year of liberation the Seoul Metropolitan Office of Education is promoting the Discover the History of Our Family event to provide opportunities for interest in modern history and to integrate between generations and families
세종시가 다음 달 1일부터 행정중심복합도시신도심를 순환하는 203번 노선을 신설하는 등 신도심 버스 노선 2차 개편을 시행한다, Sejong City will carry out the second reorganization of the new city bus route by establishing Line 203 which circulates the administrative center complex city and new city center starting from the 1st of next,Sejong City will implement the 2nd reorganization of the new city bus line starting from the 1st of next month by establishing the line 203 which circulates the administrative city new city center and etc
이 특별한 선은 무한대에 있는 빛 원뿔의 꼭짓점을 표현한다, This particular line expresses the vertices of the light cone in infinity,This particular line represents the vertex of the light cone at infinity
신종 코로나 바이러스 감염증 확진자가 다녀가면서 일부 병동이 폐쇄된 울산대학교병원의 의료진과 직원들이 음성 판정을 받았다, Medical staff and employees of Ulsan University Hospital where some wards were closed were tested negative for the new corona virus infection,Medical staffs and employees at Ulsan University Hospital where some wards were closed as the novel coronavirus infection disease confirmed patient visited were diagnosed as negative
swpa4는 염 농도 처리 시 엽록소 및 카로티노이드 손상에 대한 저항성에 관여한다는 것이 밝혀졌다, Swpa4 was found to be involved in resistance to chlorophyll and carotenoid damage when treating salt concentrations such as e,It was found that swpa4 is involved in resistance to chlorophyl and carotenoid damage when treated with salt concentration
그렇다고 해서 이를 두고 무지의 소치로 볼 수는 없을 듯하다, However this may not be seen as a rainy place of ignorance,However it seems that it cannot be regarded as ignorance
총 뮤신 MUC2 MUC5AC 및 TNF 레벨 측정을 위해 조건화된 매체를 수집했다, Conditional media were collected to measure total mucin MUC2 MUC5AC and TNF levels,Conditioned media were collected for the determination of total mucin MUC2 MUC5AC and TNF level
단순히 테두리만 있는 박스로 출력하세요, Just output it with only a box with a border,Output to the box with a simple boundary
피고인 1에 대한 이 사건 공소사실 중 제3자뇌물교부의 점은 무죄, Among the charges against defendant 1 the thirdparty bribery issuance is innocent i,The part of the criminal facts subject to judgment in this case against Defendant 1 pertaining to the delivery of a bribe to a third party is not guilty
국어학이나 문학에서 나온 개념이 그대로 국어교육의 내용이 될 수는 없는 경우가 많기 때문이다, This is because concepts from Korean language studies or literature cannot be the content of Korean language education as it is such,This is because in many cases concepts from Korean language studies or literature cannot be the contents of Korean language education
객관적은 때로 계량적과 동의어로 받아들여지는데 사실은 그렇지 않다, Objective is sometimes accepted as metrics and synonyms but not in fact the case,The word objective is sometimes taken to be synonymous with quantitative but it isnt
극장에서는 중국 예술단 인솔자인 뤄수강 문화여유부장과 왕야쥔 공산당 대외연락부 부부장 리진쥔 주북 중국 대사 등이 김 위원장을 맞이했다, At the theater Lu River Culture and Facilities Department Wang Yajun deputy director of the Communist Partys Foreign Li Jinjun and Chinese Ambassador to North Korea greeted Kim with Jayeon,At the theater Chairman Kim was greety by the leader of Chinese artists Luo Shugang Chinas Minister of Culture and Tourism Wang Yajun Vice Minister of the Communist Party of Chinas International Department and Li Jinjun Chinese ambassador to North Korea
2010년부터 국민연금기금을 비롯한 우리나라 4대 공적연금기금은 조세특례제한법에서 열거된 증권거래세 면세규정이 폐지되어 현재까지 증권거래세가 과세되고 있다, Since 2010 the four major public pension funds in Korea including the National Pension Fund have been taxed since 2010 the tax exemption regulations on the securities transaction tax exemption law and are now taxed Chanja,Since 2010 Koreas four major public pension funds including the National Pension Fund have been abolished by the Securities Transaction Tax Exemption Regulations listed in the Restriction of Special Taxation Act and the securities transaction tax has been levied until now
모기에게 물린 사람도 저소득 구역에서 가장 많았지만 모기의 흡혈 숙주 중에서 사람이 차지하는 비율이 가장 높은 곳은 중위소득 구역이었다, The number of people bitten by mosquitoes were the most common in the lowincome zone but the middleincome area was the highest among mosquit,People who were bitten by mosquito were the most common in lowincome areas but the highest percentage of people among mosquito bloodsucking hosts was from the middleincome area
실험 결과에 따르면 각 보정 방법은 조건에 민감한 성능을 보여준다 즉 방법이 개발된 테스트 조건에서 다른 조건에서보다 성능이 우수하다, According to the results of the experiment each correction method shows the performance sensitive to conditions ie better performance than other conditions under the test conditions in which,Experimental results reveal that each of the correction methods shows conditionsensitive performance In other words each method performs better under the test conditions where the method was developed than it does under other conditions
본디 의전은 상대방을 존중하고 예우하기 위한 외교적 관행이다, The main protocol is a diplomatic practice to respect and respect and honor the other person the,Originally protocol is a diplomatic practice to respect and honor the other party
과냉각 기술은 동결점을 넘어도 얼지 않고 액체 또는 기체 상태로 존재하는 것으로 영하에서도 액체 상태를 유지하는 물이 바로 과냉각 현상에 해당한다, Supercooling technology does not freeze even if it exceeds the freezing point and exists in liquid or gaseous state which means water that maintains liquid state under subcool,The supercooling technology exists in a liquid or gaseous state without freezing beyond the freezing point and water that maintains a liquid state even at below zero corresponds to a supercooling phenomenon
임대차는 토지든 주택이든 상가든 우리 사회에서 가장 많이 활용되는 법제도 중의 하나임에 틀림없다, Rental must be one of the most used legal systems in our society whether land houses or shopping malls are Yukjakki,Lease is one of the most used legal systems in our society whether it is land housing or shopping
이 가운데 논란이 되고 있는 부분은 은행의 고난도 사모펀드 판매 제한으로 사모펀드 뿐만 아니라 그동안 별다른 논란이 없었던 신탁 판매까지 제한하는 내용이다, Among them the controversial part is that the banks limited the sale of trusts that have not been controversial so far as well as private equity funds such as Choegik Me,Among them the controversial part is the restriction on the sale of private equity funds by banks and it means that not only private equity but also trust sales which have not been controversial are subject to restriction
따라서 요보호 아동 세대에게 도움을 주는 결연 사업의 필요성이 강조되게 되었다, Therefore the necessity of a joint project to help the generation of children in need has,Therefore the need for a partnership project to help the generation of children in need was emphasized
그 외 사망 전 시기별 암 종류별 분석에서는 사망 전 1년간 암 관련 의료비가 발생한 집단에 한하여 산출하였다, In addition analysis by cancer type before death it was calculated only for groups that incurred cancerrelated medical expenses for one year before death including,In addition in the analysis by cancer type and by period before death it was calculated only for the group in which cancerrelated medical expenses were incurred for one year before death
상기 제1 진동 발생 장치의 진동의 지속 시간은 상기 제2 진동 발생 장치의 진동의 지속 시간과 상이할 수 있다, The duration of vibration of the first vibration generator may be different from the duration of vibration of the second vibration generator [SEP],The duration of the vibration of the first vibration generating device may be different from the duration of the vibration of the second vibration generating device
근무 기간별로는 10년 이상인 신고 의무자가 아동학대 공익광고에 대한 관심도가 가장 높았다, By working period reporting obligators who are more than 10 years had the highest interest in public service advertisements such as,By working period reporting obligators who are more than 10 years have the highest interest in child abuse public service advertisements
다변량 분석 결과 TC와 HDLC는 연구 대상 중 eGFR과 관련이 있는 것으로 밝혀졌다, Multivariate analysis showed that TC and HDLC were related to eGFR among the subjects of the study,Upon multivariate analysis it was found that TC and HDLC were associated with eGFR among our study subjects
한국벤처투자가 처음 결성하는 형식의 펀드라는 점이 벤처캐피털 업계의 관심을 끈 요인으로 해석된다, The fact that it is the first form fund formed by Korea Venture Investment Corp is interpreted as a factor that attracted attention,The fact that it is the first type of fund formed by Korean venture investment is interpreted as a factor that attracted the interest of the venture capital industry
서머 시즌을 앞두고 바위게의 등장 시간이 늦춰진 건 자신에게 호재로 작용했다고 말했다, The delay in the appearance of rock crabs before the summer season was a good response to him said yuk,He said that the delay in the appearance of the rock crab ahead of the summer season was a good thing for him
기존 대출이 있는 사람들은 신용 등급이 낮아 신청할 수 없고 힘들게 서류를 준비해서 가면 기준 미달로 못 하는 경우가 많다고도 덧붙였다, Those with existing loans cannot apply due to low credit ratings and often fail to meet the standards adding that they often fail to meet the standards they added to the Ho,People with existing loans cannot apply because of their low credit rating and if they prepare documents with difficulty they often fail to meet the standards he added
정 본부장은 인구 10만명당 발생률을 살펴보면 대구가 10만명당 126명으로 가장 높고 경북이 10만명당 234명 정도라고 설명했다, If you look at the incidence rate per 100000 people Daegu is the highest at 126 per 100000 people and Gyeongbuk is 234 per 100000 people Chung said Choegeukgi,If we look at the incidence rate per 100000 people Daegu is the highest with 126 people per 100000 people and North Gyeongsang Province has about 234 people per 100000 people Jeong explained
이 기록만 갖고는 그 이전 시기의 이어도를 고찰할 수 없다, With this record alone I cannot consider Ieodo in the previous period Iron,The record alone cannot be considered for Ieodo of the previous period
정 의원은 전날 자유한국당을 탈당했으나 논란이 끊이지 않고 있다, Chung left the Liberty Korea Party the previous day but controversy continues to,Chung left the Liberty Korea Party the previous day but controversy has continued
