input,prediction,label
이 지역은 앞으로 학교와 종합의료시설 주택단지가 어우러진 지역으로 개발될 예정이다, The area will be developed as a region where schools comprehensive medical facilities and housing complexes are combined with the,The area will be developed into an area that harmonized with schools general medical facilities and housing complexes in the future
등록분 등록 면허세나 수입분 담배 소비세의 경우 납세의무자가 세금을 납부하지 아니하거나 부족하게 납부한 경우에 누가 부과를 하고 이의신청 등의 불복은 어디에 해야 하는지 분명하게 규정되어 있지 아니하다, In the case of registration license tax or tobacco consumption tax for imported goods it is not clearly defined who will impose the tax payer fails to pay taxes or where to appeal such as objections such as objections yangjam Jja,In the case of registration and license tax for registration or tobacco consumption tax for imports it is not clearly stipulated who is imposed when the taxpayer fails to pay the tax or pays it insufficiently and where to file an objection etc
정선 하이원리조트 입구에 위치한 하이랜드호텔은 현대적인 인테리어와 깔끔한 시설을 자랑한다, The Hyland Hotel located at the entrance of Jeongseon High1 Resort boasts modern interior and clean facilities and neat facilities such,Located at the entrance of Jeongseon High1 Resort Highland Hotel boasts modern interiors and neat facilities
필자를 포함해 부모님들이 항상 말씀하시는 것이 있다, There is always something parents including myself and I have to say,Theres always something my parents say including this writer
비선택적 NSAID보다 우선적으로 사용해 볼 수 있다, It can be used first than unselective NSAIDs ie,It can be used in preference to nonselective NSAIDs
나는 이 등장인물이 좋아서 팬카페도 가입했습니다, I like this character so I joined the fan cafe I joined the,I liked this character so I joined the fan cafe
증시 전문가들은 무역협상 낙관론에 기댄 투자심리가 유지될 것으로 보면서도 기업 실적 둔화 가능성에 경계를 늦춰서는 안 된다고지적했다, Stock market experts said that investor sentiment based on optimism in trade negotiations will be maintained we should not be wary of the possibility of slowing corporate earnings while expecting investment sentiment,Stock market experts said that the government should not let its guard down on the possibility of a slowdown in corporate earnings although they expect that investor sentiment will be maintained based on optimism about trade negotiations
오병권이 1970년에 죽자 오병권의 시문을 모아 간행하려고 하였으나 가세가 넉넉지 않고 초고가 난해한 초서로 되어 있어 문집 간행에 많은 장애가 있었다, When Oh Byungkwon died in 1970 he tried to collect and publish the poems of Oh Byungkwons poems but he had many obstacles in publishing the collection of documents because he was not,When Oh Byungkwon died in 1970 Oh Byungkwons poems were tried to collect and publish but he had many obstacles in publishing his books due to his lack of wealth and his extremely difficult manuscripts
여자 숙소에 무단으로 출입한 남자 쇼트트랙 국가대표 김건우21와 이를 도운 여자 대표팀의 김예진20이 선수촌 퇴촌 명령을 받았다, Kim Gunwoo 21 a male short track speed skater who entered the womens quarters without permission and Kim Yejin 20 of the womens national team who helped him were ordered to leave the,Kim Gunwoo a 21yearold male short track speed skater who trespassed on the womens athletes village without permission and Kim Yejin 20 a member of the womens national team who helped him were ordered to leave the athletes village
사우디아라비아 대회는 2020년 1월 개막하는 유러피언투어 대회로 총상금 350만달러가 걸려 있다, The Saudi Arabian competition is a European tour competition that opens in January 2020 and has a total prize of 35 million dollars including horseback r,The Saudi Arabian tournament is a European Tour tournament that opens in January 2020 with total prize money of 35 million
구 공무원연금법상 공무원연금급여 재심위원회에 대한 심사청구 제도의 법적 성격특별행정심판, Under the former Public Officials Pension Act the legal nature of the system for requesting examination of the Public Officials,Legal nature of the review request system for the Public Officials Pension Benefit Review Committee under the former Public Officials Pension Act  Special administrative trial
본 실시예에서 상기 제1 주파수 통신 모듈 연결 정보는 상기 서버의 포트 정보일 수 있다, In this embodiment the first frequency communication module connection information may be port information of the server above,In the present embodiment the first frequency communication module connection information may be port information of the server
그는 하루에 담배 두 갑을 피운 20년 경력의 현재 흡연자였으며 지난 12개월 동안 기관지 확장기 흡입 요법을 포함한 기관지 천식 약을 복용하고 있었다, He was a current smoker with 20 years of experience of smoking two packs a day and has been taking bronchodil psychotropic drugs including bronchodilator suction therapy e,He was a current smoker with a 20year history of smoking two packs of cigarettes per day and was receiving medication for bronchial asthma including bronchodilator inhalation therapy for the last 12 months
남성 2명과 여성 1명이 현장에서 숨졌고 최소 7명이 다쳐 인근 병원으로 옮겨졌으나 일부는 중상이어서 희생자가 더 늘어날 전망이다, Two men and one woman died at the scene and at least seven were injured and taken to nearby hospitals but some are expected to increase further as they are seriously,2 men and 1 woman were killed at the scene and at least 7 were injured and taken to a nearby hospital but some were seriously injured and the number of victims is expected to increase
이는 다시 지역경제 성장과 국가경제 성장으로 이어진다는 것이다, This will again lead to regional economic growth and national economic growth again and,This in turn leads to regional and national economic growth
적당한 거리를 유지하면서 각자 n분의 1을 하는 게 자연스럽고 편해진 거, It is natural and comfortable to do one in one nth while maintaining a proper distance and making a,Its natural and comfortable to do each ones job while keeping a reasonable distance
그렇게 돈을 안 쓰더니 결국 유로파도 못 나가네못나가네, After not spending such money and eventually cant leave the euro wave Imagine,After spending so little they cant even get into the Europa league now
재외동포의 출입국과 법적 지위에 관한 법률에 의하여 국내거소신고를 한 자가 인감증명을 받고자 할 때에는 미리 그 국내거소를 관할하는 증명청에 인감을 신고하여야 한다, When a person who has filed a report on a domestic residence under the Act on the Immigration and Legal Status of Overseas Koreans intends to obtain a certificate of seal impression heshe shall report the seal ie,When a person who has filed a domestic residence report pursuant to the Act on the Entry and Exit of Overseas Koreans and the Legal Status intends to obtain a certificate of seal impression heshe shall report the seal to the certification authority having jurisdiction over the domestic residence in advance
내가 이 세상에 이런 방식으로 존재함으로써 그래서 또 이렇게 내가 너를 만나는구나 하는 그런 지점이요, This is why I am meeting you because I exist in this world and I meet you like this as such I am,Thats the point where Im meeting you because Im in this world this way
국표원은 한국산업기술시험원KTL과 삼성전자 등 780개 KOLAS 공인기관시험기관 552개교정기관 228개이 체계 전환을 원활하게 이행할 수 있도록 전환 기본계획을 수립한다, The National Intelligence Service will establish a basic plan for conversion so that 780 KOLAS certified institutions and 228 correctional institutions including the Korea Institute of Industrial Technology Testing Institutions including the Korea Institute of Industrial Technology Test,The KIC will establish a basic conversion plan so that 780 KOLAS accredited institutions 552 test institutions 228 calibration institutions including Korea Industrial Technology Testing Institute KTL and Samsung Electronics can implement the system smoothly
충주호의 절경과 천연 온천의 휴식으로 여러분을 초대한다, We invite you to the superb view of Chungjuho Lake and natural hot,We invite you to breathtaking view of Lake Chungju and a break with natural hot spring
유럽연합EU이 소셜네트워크서비스SNS를 통해 유권자의 개인정보를 부적절하게 수집하거나 잘못 사용하는 정당들에 거액의 벌금을 부과하는 방안을 추진하고 있다, The European Union EU is pushing to impose a large amount of fines on political parties that inappropriately collect or misuse the personal information of voters through social networking services SNS such,The European Union is trying to impose large penalties for political parties who inappropriately collect or misuse voter personal information through social network services SNS
진짜 늦게까지 했네 너 오늘 엄청 피곤하겠다, Youve done it until late You will be very tired today You will,It was on until really late at night You must be tired today
상기 제1 기준 온도와 제2 기준 온도 사이의 범위를 설정 온도 범위라 이름할 수 있다, The range between the first reference temperature and the second reference temperature may be referred to as the,A range between the first and second reference temperatures may be referred to as a set temperature range
김 회장은 2014년 네이버가 출연한 기금으로 만든 중소상공인 희망재단의 초대 이사장을 맡으며 매달 700만원씩 정기 보수를 받기도 했다, In 2014 Chairman Kim was the first chairman of the Small and Medium Business Hope Foundation which was funded by Naver in 2014 and received a regular remuneration of,Chairman Kim served as the first chairman of the Small and Medium Business Hope Foundation which was created in 2014 with a fund funded by Naver and received regular remuneration of 7 million won every month
그럼 그냥 택시 타면 되잖아 나 다리 아파서 더 못 걸어가겠어, Then you can just take a taxi I cant walk further because of the legs hurting your leg,Then lets just take the cab my legs hurt and I cant walk anymore
김창범 한화케미칼 대표도 앞으로 증설을 하더라도 외국에서 할 것이라고 말했다, Kim Changbeom CEO of Hanwha Chemical also said Even if it is expanded in the future,Hanwha Chemical CEO Kim Changbeom also said We will do it in foreign countries even if we expand it in the future
좌표 검출부2422는 2차원 검출 영상 데이터DID로부터 타겟 데이터m2를 검출한다, The coordinate detection unit 2422 detects target data m2 from 2D detection video data DID such as e,The coordinate detection unit 2422 detects target data m2 from the twodimensional detection image data DID
경내에는 강당과 사당 기념비 등이 있는데 사당은 전면 3칸 측면 1칸의 규모이고 강당은 전면 4칸 측면 2칸의 팔작지붕이다, Inside the precinct there are auditorium shrine and monument The shrine has 3 bays in front space and 1 bay in side space with 4 bays in,There are an auditorium a shrine and a monument in the precincts and the shrine has 3 bays in front and 1 bay in the side The auditorium has 4 bays in the front and 2 bays in the side
부문별 3위까지의 시상금 외에도 부문별 1위 입상자에게 부상으로 수여하는 관악기들을 제공했다, In addition to the third prize money by category they provided wind instruments to the top prize winners of each category were provided with the prize,In addition to the prize money up to the third place in each category wind instruments were provided and awarded as prizes to the first place winner in each category
제가 남편이 작곡한 음악을 들어 보니 진짜 좋아요, When I listened to the music composed by my husband really likes,I listened to the music that my husband composed and it was really good
문재인 대통령에 대한 20대 남성의 지지율이 떨어지는 건 젠더 갈등이 심화됐기 때문이란 분석에 대한 이한28씨의 답이다, Lee Han 28s answer to the analysis that the decline in the approval rating of men in their 20s to President Moon Jaein is because of the deepened gender,It is Lee Hans 28 answer to the analysis The decline in the support rate of males in their 20s for President Moon Jaein is because of the gender conflict
대체로 생보사는 고객이 내는 보험료를 국고채나 회사채에 투자해서 이익을 얻는다, In general life insurance companies benefit from investing premiums paid by customers in state bonds or corporate bonds yukgi,In general life insurers benefit from investing the insurance premiums paid by customers in treasury bonds or corporate bonds
특정 값은 미리 정해진 고정된 값 예를 들어 NID2 0 이거나 머더 셀 ID에 종속적인 값일 수 있다, Certain values may be a predetermined fixed value for example NID2 0 or subordinate to the Murder Cell ID Ngumg,The specific value may be a predetermined fixed value eg NID20 or may be a value dependent on a mother cell ID
고인의 갑작스러운 별세로 후계 문제가 관심사로 떠올랐다, The issue of succession has emerged as a concern over the sudden death of the,With the sudden death of the deceased successor problems arose as concerns
모든 변화는 나눗셈 연산을 포기하는 결과로 이어진다, All changes lead to the result of giving up the division operation,All the changes lead to the abandonment of the divisionalgebra property
설문조사와 문진 영상 촬영에 대해서는 모두 환자들의 동의하에 진행하였다, All surveys and interview video shooting were conducted with the consent of the patients and the,The questionnaire questionnaire and imaging were all conducted with the consent of the patients
남편은 이런 이야기를 우울증이 깊어진 아내에게 해주지만 아내는 그 때 수진의 시체를 부검할 때 당신이 사인하지 않았느냐고 묻는다, The husband tells this story to his wife who has deepened depression but the wife asks Did you sign it when you autopsy Sujins body and you,The husband tells this story to his depressed wife but she asks if he signed up when Sujins body was autopsied
김 목사가 통합 총회 임원회에 임시 노회 소집을 요청했지만 임원회는 고 전 노회장과 김 목사의 합의 없이는 노회 소집이 불가하다고 통지했다, Pastor Kim asked the executive meeting to convene a temporary banquet but the executive board notified that it is impossible to convene an old meeting without the agreement between former Roh and Pastor,Although Rev Kim asked the General Assemblys executive council to convene a temporary presbytery meeting the executive council notified that it could not convene the presbytery meeting without the formal chairman Ko and pastor Kims agreement
만약 위기예측이 임의적으로 이루어진다면 예측이 맞을 수도 있고 틀릴 수도 있다, If the crisis prediction is made arbitrarily the prediction may be correct or wrong with the j,If a crisis prediction is made randomly the prediction may be either correct or incorrect
K컬처밸리는 테마파크와 상업시설 등을 제외한 융복합공연장만 지난 2016년 8월 공사를 시작해 지하골조공사가 20가량 진행됐다, Kculture Valley started construction in August 2016 only for convergence concert halls except theme parks and commercial facilities and was carried out about 20 underground construction work was carried out by J,KCulture Valley started construction in August 2016 except for theme parks and commercial facilities and construction of underground structures was carried out about 20 percent
다음 정리는 이러한 결과를 나타내며 Cn r을 표현하는 몇 가지 방법을 보여 준다, The following theorem shows some ways to express Cn r the Cn r the e,Our next theorem states this result and gives some alternative ways to write Cn r
상기 제 2 플랫튜브12의 상측에 제 1 핀201이 배치되고 하측에 제 2 핀202이 배치된다, The first pin 201 is placed on the upper side of the second flat tube 12 and the second pin 202 will be placed under the lower,The first pin 201 is disposed over the second flat tube 12 and the second pin 202 is disposed under the second flat tube 12
즉 상대적으로 저임금 일자리의 경우 최근으로 올수록 구인배수가 급격히 늘어나지는 않은 것으로 보인다, In other words in the case of relatively lowwage jobs the number of jobseeking numbers did not seem,In other words in the case of relatively lowwage jobs it seems that the number of job openings has not increased sharply as they come in recent years
지붕 처마를 받치기 위해 기둥 위에 간략한 새부리 모양의 구조를 보이고 있다, It shows a simple birdcage structure on the pillar to support the roof eaves of the eaves e,To support the eaves of the roof a brief Saeburishaped structure is shown on top of the pillars
우리 초등학교의 어린이들이 서로 존중하고 배려하며 즐거운 학교생활을 할 수 있도록 하기 위해 실천할 세 가지에 대해 안내드리오니 가정에서도 지도해 주시기 바랍니다, We will guide you on three things to practice to help children in elementary school respect and consider each other and have a pleasant school life so please guide me baked jean,We will give you guidance on 3 things to do so that children at our  elementary school students can respect care for each other and have a fun school life so please guide them at home as well
이제 또 다른 새로운 해석체 IP5가 생성되는 과정을 살펴보자, Now lets look at the process of creating another new interpreter IP5,Now lets look at the process of creating another new interpretant IP5
명절을 앞둔 만큼 이번 시음 행사는 대형마트를 중심으로 진행하는 것이 좋겠어요, As the holiday is set to be held at the center of the tasting event will be recommended to,As the holiday is coming up this tasting event should be conducted mainly in large retailers
이 대회에서는 넥슨이 제공하는 인기 게임의 콘텐츠가 활용된 문제가 출제되기도 한다, In this competition problems that utilize the contents of popular games provided by Nexon are also presented with,In this contest problems using the contents of popular games provided by Nexon are also presented
기아자동차가 20일 공시를 통해 임금단체협약 교섭과 관련한 부분 파업 때문에 소하리화성광주 공장 등 전국 사업장에서 자동차 제조와 판매 정비를 중단한다고 밝혔다, Kia Motors announced on the 20th that it will stop manufacturing and sales maintenance of automobiles at workplaces nationwide such as Sohari Hwaseong and Gwangju factory due to partial strikes related to negotiations on wage,Kia Motors announced in a public announcement on the 20th that it will suspend manufacturing sales and maintenance of cars at its plants in Sohari Hwaseong and Gwangju due to partial strikes related to wage and collective bargaining negotiations
유방암의 가장 공격적인 하위 유형 중 하나인 삼중 음성 유방암의 유방암 조직은 비 TNBC 암 조직에 비해 HDAC9 단백질 수치가 높다, The breast cancer tissue of triplenegative breast cancer one of the most aggressive subtypes of breast cancer has higher HDAC9 protein levels than nonTNBC cancer tissues,Breast cancer tissues with triplenegative breast cancer which is one of the most aggressive subtypes of breast cancer have higher HDAC9 protein levels compared to nonTNBC cancer tissues
구체적으로 유화제로는 지방족 유기산과 설포네이트계 화합물을 혼합 사용한다, Specifically as emulsifiers use aliphatic organic acids and sulfonate compound,Specifically a mixture of an aliphatic organic acid and a sulfonatebased compound is used as the emulsifier
당시 백혈구 3700mm3 호산구 74로 호산구 상승 소견이 있었다, At that time there was a rise in eosinophils 3700mm3 and eosinoph,At that time there was an elevation of eosinophils with 3700 mm3 leukocytes 74 eosinophils
반대로 NAFLD 환자의 당뇨병 유병률은 일반 인구보다 높다, On the contrary NAFLD patients diabetes prevalence is higher than that,In reverse the prevalence of diabetes in patients with NAFLD is higher than in the general population
2011년부터 2017년까지 TARE로 치료받은 간내 간세포 암종 환자 143명이 한국의 2개 고등 교육 기관에서 모집되었습니다, From 2011 to 2017 143 patients with liver cell carcinoma treated with TARE were recruited from two higher education institutions in Korea including e,A total of 143 patients with intrahepatic HCC treated with TARE between 2011 and 2017 were recruited from two Korean tertiary institutes
2014년 복스 미디어Vox Media에 의해 런칭된 사이트 복스는 소음 같은 정보가 난무하는 세대에서 진정한 문맥이 있고 영감을 줄 수 있는 뉴스를 들려주기 위해 시작됐다, The site Box which was launched by Vox Media in 2014 was launched to tell news that there is a true context and inspirational news in the generation of noiselike information and that can inspire the Genea Jjam,The site launched by Vox Media in 2014 Vox was launched to present realworld context and inspirational news in a generation of noiseridden information
이는 3월 주총의 표 대결이 종착점이 아니며 이후에도 당분간 경영권을 둘러싼 다툼이 이어질 거란 분석을 가능케 하는 대목이다, This is an analysis that the general shareholders meeting in March is not the end point and that the dispute over management rights will continue for the time being followed by Choegik,This is not the end of the vote confrontation at the shareholders meeting in March and it is possible to analyze that the dispute over management rights will continue for the time being
본 수술 술기는 이전 보고와 접근법에 있어서 약간의 차이가 있다, There is a slight difference in the previous report and approach in this surgical,This technical note has some differences in approach from previous reports
실무협의체의 위원은 법 시행규칙 제6조제2항 각 호의 해당하는 사람 중에서 대표협의체의 위원장이 임명하거나 위촉하되 구청과 보건소의 사회보장 및 보건의료 관련 팀장은 당연직 위원이 된다, Members of the workinglevel consultative body shall be appointed or commissioned by the chairperson of the representative consultative body from among those falling under each subparagraph of Article 6 2 of the Enforcement Rules of the Act but the,The members of the workinglevel consultative body shall be appointed or commissioned by the Chairperson of the representative consultative body from among the persons falling under the subparagraphs of Article 6 2 of the Enforcement Rule of the Act and the Head of social welfare and health and medical care teams of the Gu and public health clinic shall be the ex officio members
강성부510Y는 강성 영역에서 하부 연성 기판510X의 상면을 따라 배치될 수 있다, The rigid part 510Y can be arranged along the upper surface of the lower flexible substrate 510X in the rigid area,The rigid portion 510Y may be disposed along the upper surface of the lower flexible substrate 510X in the rigid region
BPEByte pair encoding 알고리즘은 1994년에 제안된 데이터 압축 알고리즘이다, The BPEByte Pair Encoding algorithm proposed in 1994 is a data compression algorithm proposed in 1994 including,The BPE Byte Pair Encoding algorithm is a data compression algorithm proposed in 1994
저희 선생님들도 아이들이 6학년 과정을 끝까지 알차고 행복하게 마무리할 수 있도록 졸업하는 날까지 성심성의껏 보살필 것을 약속드립니다, Our teachers also promise to take care of our children until the day they graduate to finish their sixthgrade course in a fruitful and happy way by the end of,Our teachers also promise to take good care of your children until the day they graduate so that they can finish their sixth grade in a fruitful and happy way
지금 가장 큰 걱정은 불안한 것이 가장 큽니다, The biggest concern now is the most anxious thing is,My biggest concern is anxiety
이것은 향리들의 근무 순번을 숫자로 나누어 기록한 문서이다, This is a document that records the number of locals working order by numbers by,This is a document that states the duty roster of local officials by dividing them into nos
기존 형상 및 최적 형상의 내부압력분포 및 유동 흐름을 분석하여 성능이 향상된 근거를 확인하였다, By analyzing the internal pressure distribution and flow of existing and optimal shapes the evidence for improved performance was confirmed by checking the evidence,The internal pressure distribution and flow of existing and optimal shapes were analyzed to confirm the basis for improved performance
기속행위나 기속재량행위에 부관을 붙일 수 있는지 여부, Whether or not it is possible to attach an additional aid to binding or,Whether it is possible to attach terms to acts of binding or discretion
링크 적응부100는 모드 제어신호MODECS를 기반으로 링크 적응 동작을 수행할 수 있다, Link adaptation unit 100 can perform a link adaptation operation based on the mode control signal MODECS the e,The link adaptor 100 may perform a link adaptation operation based on the mode control signal MODECS
베를린과 브란덴부르크주의 경계에 위치한 작은 도시 텔토우Teltow시가 시민들을 위한 축제를 열었던 날 한국의 젊은 작가 한 명이 이 마을에 찾아 들었다, On the day when Teltow City a small city located at the border between Berlin and Brandenburg held a festival for citizens a young Korean writer visited the village Eokie jeongja,A young Korean writer visited the village on the day the city of Teltow a small city located on the border of Berlin and Brandenburg held a festival for its citizens
만약에 내일 버스 시간 못 맞추면 어떻게 해요, If you dont meet tomorrows bus time what do,What if I miss the bus tomorrow
그는 부산 중구 보수동에서 태어났으나 초중학교를 전북 익산 할머니댁에서 보낸 것이 울산에서 치른 지난 8번의 선거 때마다 발목을 잡힌 지역주의 족쇄가 됐다, He was born in Bosudong Junggu Busan but sent elementary and middle school at Grandmothers house in Iksan Jeollabukdo became a localist shackle of the last eight elections held in Ulsan Hoegu J,He was born in Bosudong Junggu Busan but spent his elementary and middle school life at his grandmothers home in Iksan in the North Jeolla province which has become Regionalism Shackles that have held him back in each of his last eight elections in Ulsan
무선주파수 집적회로와 시스템 통합모듈은 더욱 발전할 것으로 기대되며 다양한 연구와 투자가 진행 중이다, The wireless frequency integrated circuit and system integration module are expected to develop further and various research and investment are underway including welcome horse e,Radio frequency integrated circuits and system integration modules are expected to further develop and various studies and investments are underway
사바하는 검은 사제들2015을 연출한 장재현 감독의 신작으로 신흥 종교 집단을 쫓던 박목사이정재가 의문의 인물과 사건들을 마주하게 되며 시작되는 미스터리 스릴러다, Savaha is a new film directed by Jang Jaehyun who directed the Black priests 2015 and Park Moksa Lee Jungjae who was chasing emerging religious groups face mysterious figures and events and is a mystery thriller Z,Svaha The Sixth Finger is a new director directed by Jang Jaehyun who directed The Priests 2015 It is a mystery thriller that starts with Pastor Park Lee Jungjae who has been chasing new religious group facing mysterious characters and incidents
Tisagenlecleucel 제조 공정의 주요 단계는 다음과 같이 요약할 수 있다, The main steps of the Tissgenerlecuel manufacturing process can be summarized as follows including eagle,The main step in the Tisagenlecleucel manufacturing process can be summarized as follows
추가 확진자 20명 중 대구경북에서만 확진자가 18명이나 추가로 나오면서 지역사회가 공포에 휩싸였다, Among the 20 additional confirmed cases 18 more confirmed cases in Daegu and Gyeongbuk alone were in fear with 18 additional confirmed cases including the,Of another 20 confirmed cases 18 emerged only in Daegu  Gyeongbuk and the local community was swamped with fear
이는 1차 입자를 혼합할 때 사용하는 바인더 등을 탄소화할 수 있는 범위의 온도로 사용되는 원료에 따라 상이할 수 있다, This may differ depending on the raw materials used to carbonize binders etc used to mix primary particles and kettles yonggie,This may be different depending on the raw material used at a temperature in the range at which the binder etc used when mixing the primary particles can be carbonized
그가 수사 상황 등 외부 변수보다 자신의 과거 행위만을 놓고 홀로 고심했다는 점을 보여주는 대목인 듯하다, It seems to be a sign that he had only worked on his past actions rather than external variables such as investigation situation such,This seems to indicate that he has agonized alone over his past actions rather than external variables such as the investigation situation
친환경 연료 차인 수소 전기차의 보급을 활성화하기 위해 국내에서는 충전 인프라를 확대하기 위한 로드맵을 제시하고 있다, In order to boost the supply of hydrogen electric vehicles which are ecofriendly fuel cars in Korea a roadmap to expand charging infrastructure is proposed by,In order to revitalize the spread of hydrogenelectric vehicles which are ecofriendly fuel vehicles Korea is presenting a roadmap to expand the charging infrastructure
도 5를 참조하면 본 발명에 따른 인쇄회로기판은 아래와 같은 제조 공정에 의해 제조될 수 있다, Referring to FIG 5 the printed circuit board according to the present invention may be manufactured by the following manufacturing process including,Referring to FIG 5 the printed circuit board according to the present invention may be manufactured by the following manufacturing process
4차 산업혁명이란 명명은 혁명에버금갈 만큼 어떤 급격한 변화와 충격을 준다는 의미를 품고 있다, The name of the Fourth Industrial Revolution means giving some drastic changes and shocks as much as the revolution including the horses,The name 4th Industrial Revolution has the meaning of giving a certain sudden change and shock as much as the revolution
단턴의 주장을 수용하면 동화의 사회사법제사도 얼마든지 가능하다, If Dantons claim is accepted the social justice of fairy tales can be done,By accepting Dantons arguments social history and the legal practice of fairy tales are possible
경찰이 숙명여고 시험문제정답 유출 의혹을 사실로 볼 정황을 확인한 것으로 알려지면서 고교내신 신뢰 문제가 다시 불거질 것으로 보인다, As the police reportedly confirmed the fact that the alleged leak of test questions and answers at Sookmyung Girls High School are expected to rise again as the police confirmed the leak of test,Trust issue in high school records is expected to resurface as police are reportedly confirming the circumstances of the alleged leak of the test questions and answers at Sookmyung Girls High School
전북 현대 선수들이 24일 전주월드컵경기장에서 진행된 2019 아시아축구연맹AFC 챔피언스리그 G조 4차전 우라와 레즈와의 경기에서 21로 승리한 뒤 하이파이브로 자축하고있다, Jeonbuk Hyundai players are celebrating with high fives after winning 21 against Urawa and Lez in the fourth Group G match of the 2019 Asian Football Confederation AFC Champions League match at Jeonju World Cup Stadium on,Jeonbuk Hyundai players are celebrating with high fives after winning 21 against Urawa Red Diamonds in Group G of the 2019 Asian Football Confederation Champions League at Jeonju World Cup Stadium on the 24th
같은 기간 외국인이 매수한 상위 10개 종목은 카페24를 비롯해 메디톡스 휴젤 CJ EM 셀트리온제약 아프리카 TV CJ오쇼핑 유니테스트 원익IPS 한글과컴퓨터다, The top 10 stocks bought by foreigners during the same period are Cafe24 Meditox Hugel CJ EM Celltrion Pharmaceutical Africa TV CJ O Shopping Unitestoping Oneik IPS Hangeul and,The top 10 lists bought by foreigners during the same period are Caf 24 Medy Tox Inc Hugel CJ E  M Celltrion African TV CJ O Shopping Unitest Wonik IPS HANCOM INC
빈도를 분석한 결과 제품구상의 어려움과 비용 문제 항목이 가장 빈도수가 많았다, As a result of analyzing the frequency the most frequent problems and cost problems in product planning are the,As a result of analyzing the frequency the items Difficulty in product design and Cost problem were the most frequent
트럼프 대통령이 사용하는 휴대전화는 모두 3대로 모두 애플사의 아이폰이다, President Trump uses three mobile phones all of which are Apples iPhones,President Trump uses three mobile phones all of which are Apples iPhones
ANA 양성 환자의 수는 서구 연구에서 보고된 환자 수3050보다 낮았지만 ANA 양성성은 발병 연령이 낮고 중풍 위험이 높다는 측면에서 분명한 차이를 분명히 차이를 보였다, Although the number of ANApositive patients was lower than the number of patients 3050 reported in Western studies ANA positivity showed a clear difference in terms of low age and high risk of,The number of ANApositive patients was lower 282 than that reported in Western studies 3050 but ANA positivity showed clear difference in terms of lower age of onset and higher risk of uveitis
중국의 경우 금융시장에 대하여 분업 감독을 시행하고 있다, In China the financial market division supervision is being conducted on the financial,In China divided supervision is performed on the financial market
초등학생 때는 박물관에 자주 왔었는데 정말 오랜만에 오네요, When I was in elementary school I often came to museums and I,I used to come to museums often when I was in elementary school but its been a while
이 과정은 학생들과 교과서의 상호 작용으로 볼 수 있다, This course can be seen as an interaction between students and textbooks and,This process can be viewed as an interaction between students and textbooks
사고로 멈춰 있던 대형 화물차를 뒤따라 오던 소형 화물차가 추돌해 2명이 숨지고 2명이 병원 치료를 받고 있다, A small truck that followed a large truck that had been stopped by the accident killing two people and two are being treated at the hospital including Choe,Two people were killed and two are being treated at a hospital after a small truck that was following a large truck that had been stopped in an accident collided
현재 우리나라에서 이러한 국가적 차원의 과제와 가장 관련이 깊은 법률은 국가 정보화 기본법이다, Currently the law that is most closely related to these nationallevel tasks is the Framework Act on National Inform,At present the law most closely related to this national task in Korea is the Framework Act on National Informatization
도 4는 본 발명의 일 실시예에 따른 공기조화기에 대한 일부 단면도이다, FIG 4 is a partial sectional view of air conditioner according to an embodiment of,FIG 4 is a partial crosssectional view of an air conditioner according to an embodiment of the present invention
따라서 도 3의 평가 시스템100a은 분자량예비 블록 비율 분석부123를 포함할 수 있다, Therefore the evaluation system 100a of FIG 3 may include molecular weight reserve block ratio analysis unit 123 such as eag,Therefore the evaluation system 100a of FIG 3 may include a molecular weightpreliminary block ratio analyzing unit 123
이 8면으로 이루어진 화첩에는 여러 신선들이 그려져 있다, The eightpage featured several freshs are drawn on the eight,This 8page album contains paintings of the immortals
또한 여름에는 최대 1000명까지 수용 가능한 야외물놀이 시설이 개장되어 일반 가족 각종 단체에서 이용이 가능하도록 되어있다, In addition outdoor water play facilities that can accommodate up to 1000 people will be opened to be available in general families and various organizations such as,There is also an outdoor water play facility that can accommodate up to 1000 people opens in the summer which can be available to general families and organizations
어차피 내일이면 징계 풀리니까 내가 한마디만 더 하겠다, I will do a word tomorrow so I will do a word more word I will do,Since the suspension ends tomorrow anyway I will say one more thing
국가 달 탐사 계획에 따라 내년 12월 발사가 예정된 달 궤도선 개발이 지연되고 있는 데 대해 일정이 변경될 가능성이 있음을 우회적으로 표현한 것으로 풀이된다, It is interpreted as indirectly expressing the possibility of a change in the lunar orbiter scheduled to launch in December next year according to the national moon exploration plan Choegik,It is interpreted as an indirect expression of the possibility of a change in the schedule in light of the delay in the development of the lunar orbiter which is scheduled to be launched in December next year based on the national moon exploration plan
망우터널은 망우리 고개를 관통하는 철도 터널로 구리시 구리역과 서울특별시 중랑구 양원역을 연결하는 철도의 구조물이다, Mangu Tunnel is a railway tunnel that penetrates the Manguri Pass and is a railway structure connecting Guri Station in Guri City and Yangwon Station in Jungna,Mangwoo Tunnel is a railroad tunnel that passes through Manguri Pass and is a structure of a railroad that connects Guri Station in Gurisi and Yangwon Station in Jungnanggu Seoul
